"ProblemName","Type","Status","Time (sec)","Iteration (n)","Objective value (ACS)","Objective value (optimal)","PrimalGap"
"nursesched-medium-hint03","hard","Solution not found (time limit exceded)","62.888111","3"," / ","115"," / "
"neos-4763324-toguru","easy","Feasible","65.174743","9","3686.525974","1613.03884585","0.562450"
"uccase12","easy","Solution not found (time limit exceded)","51.084116","0"," / ","11507.4050616"," / "
"physiciansched6-2","easy","Solution not found (time limit exceded)","71.144067","1"," / ","49324"," / "
"neos-4532248-waihi","easy","Solution not found (time limit exceded)","86.318638","3"," / ","61.59999999999999"," / "
"var-smallemery-m6j6","easy","Feasible","88.425160","5","196.000000","-149.37501","1.000000"
"eilA101-2","easy","Feasible","21.029837","4","2028.629102","880.9201079999999","0.565756"
"radiationm40-10-02","hard","Solution not found (time limit exceded)","32.887514","0"," / ","155328"," / "
"netdiversion","easy","Solution not found (time limit exceded)","100.863054","1"," / ","242"," / "
"snp-02-004-104","easy","Feasible","72.553843","3","685378419.455485","586803238.6567289","0.143826"
"rd-rplusc-21","easy","Solution not found (time limit exceded)","188.829893","9"," / ","165395.275295"," / "
"neos-3555904-turama","easy","Solution not found (time limit exceded)","312.818842","7"," / ","-34.7"," / "
"map10","easy","Feasible","32.940777","2","-275.000000","-495","0.444444"
"map16715-04","easy","Feasible","72.358410","3","-109.000000","-111","0.018018"
"rail02","easy","Solution not found (time limit exceded)","29.884352","0"," / ","-200.4499077"," / "
"supportcase6","easy","Feasible","10.610528","4","132330.489164","51906.47737","0.607751"
"neos-4413714-turia","easy","Feasible","63.785836","4","499.220922","45.3701670199998","0.909118"
"neos-631710","easy","Solution not found (time limit exceded)","65.389823","2"," / ","203"," / "
"buildingenergy","easy","Feasible","22.871724","1","76255428.180620","33283.853236","0.999564"
"k1mushroom","easy","Feasible","108.517780","10","-624.000000","-3288","0.810219"
"splice1k1","easy","Feasible","75.299714","3","-7.000000","-394","0.982234"
"physiciansched3-3","easy","Solution not found (time limit exceded)","83.738610","1"," / ","2623271.326667"," / "
"ex10","easy","Solution not found (time limit exceded)","102.927936","2"," / ","100"," / "
"bab6","hard","Solution not found (time limit exceded)","110.037437","2"," / ","-284248.2307000001"," / "
"ns1644855","easy","Solution not found (time limit exceded)","58.503012","1"," / ","-1524.33333333333"," / "
"neos-848589","easy","Feasible","60.026530","2","7582679.529400","2351.40309999697","0.999690"
"roi2alpha3n4","easy","Feasible","50.690425","4","-58.818330","-63.20849503","0.069455"
"neos-5049753-cuanza","easy","Solution not found (iteration limit exceded)","500.224172","10"," / ","561.9999971689"," / "
"gfd-schedulen180f7d50m30k18","easy","Solution not found (time limit exceded)","53.589660","0"," / ","1"," / "
"co-100","easy","Solution not found (time limit exceded)","52.116618","3"," / ","2639942.06"," / "
"highschool1-aigio","hard","Solution not found (time limit exceded)","187.584191","3"," / ","0"," / "
"supportcase22","open","Solution not found (iteration limit exceded)","359.943730","10"," / ","110.0*"," / "
"bab2","hard","Solution not found (time limit exceded)","108.806038","2"," / ","-357544.3115"," / "
"neos-3402294-bobin","easy","Feasible","111.597413","4","0.067250","0.06724999999999949","0.000000"
"supportcase7","easy","Solution not found (time limit exceded)","78.510006","1"," / ","-1132.223177"," / "
"ns1760995","easy","Solution not found (time limit exceded)","30.082526","0"," / ","-549.21438505"," / "
"s250r10","easy","Solution not found (time limit exceded)","110.018744","3"," / ","-0.1717804834232"," / "
"savsched1","easy","Feasible","86.684462","3","366440.500000","3217.7","0.991219"
"neos-4647030-tutaki","hard","Solution not found (time limit exceded)","34.173068","0"," / ","27265.70599999996"," / "
"neos-5104907-jarama","hard","Solution not found (iteration limit exceded)","326.618753","10"," / ","935"," / "
"s100","hard","Solution not found (time limit exceded)","236.356180","6"," / ","-0.1697235270583"," / "
"supportcase12","easy","Feasible","59.556565","2","-7289.519780","-7559.533053817","0.035718"
"neos-5052403-cygnet","easy","Solution not found (time limit exceded)","50.913357","1"," / ","182"," / "
"roi5alpha10n8","easy","Feasible","99.882016","4","-37.451942","-52.322274351","0.284207"
"neos-5114902-kasavu","hard","Solution not found (iteration limit exceded)","383.380455","10"," / ","655"," / "
"neos-2075418-temuka","easy","Solution not found (iteration limit exceded)","483.368530","10"," / ","Infeasible"," / "
"supportcase19","hard","Solution not found (time limit exceded)","46.239964","0"," / ","12677205.99992052"," / "
"neos-3402454-bohle","hard","Solution not found (time limit exceded)","105.030111","1"," / ","Infeasible"," / "
"square41","easy","Solution not found (time limit exceded)","28.814488","0"," / ","15"," / "
"square47","easy","Solution not found (time limit exceded)","32.901332","0"," / ","15.9999999997877"," / "
