"ProblemName","Type","Status","Time (sec)","Iteration (n)","Objective value (ACS)","Objective value (optimal)","PrimalGap"
"markshare_4_0","easy","Feasible","0.997415","1","9.000000","1","0.888889"
"markshare2","hard","Feasible","30.026163","1","18.000000","1","0.944444"
"enlight_hard","easy","Solution not found (iteration limit exceded)","28.179386","5"," / ","37"," / "
"pk1","easy","Feasible","0.657757","1","21.000000","11","0.476190"
"neos5","easy","Feasible","0.076897","1","17.000000","15","0.117647"
"gen-ip054","easy","Feasible","0.003666","1","60489829.627043","6840.96564179","0.999887"
"neos859080","easy","Solution not found (iteration limit exceded)","1.134250","5"," / ","Infeasible"," / "
"timtab1","easy","Feasible","19.117471","3","1043030.000000","764771.99999978","0.266779"
"neos-3046615-murg","easy","Feasible","1.250456","5","1360011.000000","1600","0.998824"
"sp150x300d","easy","Feasible","0.520350","4","95.000000","69","0.273684"
"mas76","easy","Feasible","4.039773","1","50407.610480","40005.05398999999","0.206369"
"mas74","easy","Feasible","26.061285","1","13197.219178","11801.18572","0.105782"
"gen-ip002","easy","Feasible","30.117638","5","-4679.626784","-4783.733392","0.021763"
"glass4","easy","Feasible","0.826891","2","1800018366.666667","1200012599.972384","0.333333"
"neos-3754480-nidda","easy","Feasible","30.029404","1","13260.979677","12941.73838561778","0.024074"
"neos-2657525-crna","easy","Solution not found (iteration limit exceded)","21.975660","5"," / ","1.810748"," / "
"assign1-5-8","easy","Feasible","35.675237","2","212.000000","211.999999999998","0.000000"
"fhnw-binpack4-4","easy","Solution not found (iteration limit exceded)","34.732582","5"," / ","Infeasible"," / "
"supportcase26","easy","Solution not found (iteration limit exceded)","1.515961","5"," / ","1745.123813"," / "
"neos-911970","easy","Feasible","0.596802","2","76.060000","54.76","0.280042"
"mad","easy","Feasible","1.029530","2","0.391600","0.0268","0.931563"
"graphdraw-domain","easy","Feasible","0.988443","3","26654.000000","19685.99997550038","0.261424"
"tr12-30","easy","Feasible","8.705700","2","138483.000000","130595.9999999999","0.056953"
"exp-1-500-5-5","easy","Feasible","2.460808","2","69771.000000","65887","0.055668"
"neos-3381206-awhea","easy","Feasible","1.778342","3","455.000000","453","0.004396"
"ic97_potential","easy","Feasible","114.628243","5","4065.000000","3941.99993090225","0.030258"
"neos-3627168-kasai","easy","Feasible","0.329744","1","1002859.820000","988585.6199999998","0.014233"
"binkar10_1","easy","Feasible","0.285203","1","6946.000001","6742.1998835","0.029341"
"csched008","easy","Feasible","0.589436","2","189.000000","173","0.084656"
"csched007","easy","Feasible","5.056783","3","506.000000","350.9999999999955","0.306324"
"beasleyC3","easy","Feasible","33.061188","3","1654.000000","753.9999999999128","0.544135"
"p200x1188c","easy","Feasible","0.147666","1","624067.000000","15078","0.975839"
"neos-4338804-snowy","hard","Feasible","0.618357","3","2486.000000","1471","0.408286"
"50v-10","easy","Feasible","0.022522","1","2464400.913548","3311.1799841","0.998656"
"pg","easy","Feasible","1.849314","1","-8019.405856","-8674.34260712","0.075503"
"mc11","easy","Feasible","13.155037","1","27859.000000","11688.99999999966","0.580423"
"gmu-35-40","easy","Feasible","120.263975","3","-2328576.879400","-2406733.3688","0.032474"
"neos-4954672-berkel","easy","Feasible","11.930653","2","2706393.000000","2612710","0.034615"
"mik-250-20-75-4","easy","Feasible","0.271518","3","47673.000000","-52301","1.000000"
"mcsched","easy","Solution not found (iteration limit exceded)","2.187694","5"," / ","211913"," / "
"pg5_34","easy","Feasible","1.050893","1","-13760.542940","-14339.35345","0.040365"
"n5-3","easy","Feasible","0.090521","1","5111095.000000","8104.999999993999","0.998414"
"lotsize","easy","Feasible","45.601642","2","1696285.999904","1480195","0.127391"
"ran14x18-disj-8","easy","Feasible","0.038209","1","9661.000000","3712","0.615775"
"rococoC10-001000","easy","Feasible","9.145857","5","32714.000000","11460","0.649691"
"gmu-35-50","easy","Feasible","91.197269","4","-2512290.863122","-2607958.33","0.036683"
"b1c1s1","easy","Feasible","60.542303","2","29366.490000","24544.25","0.164209"
"uct-subprob","easy","Feasible","14.852913","2","340.000000","314","0.076471"
"neos17","easy","Feasible","1.446348","1","0.564427","0.1500025774","0.734239"
"bppc4-08","easy","Feasible","24.721244","2","54.000000","53","0.018519"
"qap10","easy","Feasible","34.234852","4","512.000000","339.9999999983871","0.335938"
"cvs16r128-89","easy","Solution not found (iteration limit exceded)","5.299517","5"," / ","-97"," / "
"milo-v12-6-r2-40-1","easy","Solution not found (iteration limit exceded)","253.774462","5"," / ","326481.14282799"," / "
