"ProblemName","Type","Status","Time (sec)","Iteration (n)","Objective value (ACS)","Objective value (optimal)","PrimalGap"
"neos-2987310-joes","easy","Feasible","279.376057","13","-593839683.504421","-607702988.3","0.022813"
"ns1116954","easy","Solution not found (time limit exceded)","272.587010","8"," / ","0"," / "
"chromaticindex1024-7","easy","Feasible","95.543118","4","4.000000","4","0.000000"
"supportcase42","easy","Feasible","12.254344","1","6864135374230115328.000000","7.75863072227","1.000000"
"ex9","easy","Solution not found (iteration limit exceded)","593.491015","20"," / ","81"," / "
"irish-electricity","easy","Solution not found (time limit exceded)","60.863027","0"," / ","3723497.591396"," / "
"neos-5093327-huahum","easy","Feasible","47.785701","1","6795.999999","6259.999997125895","0.078870"
"proteindesign121hz512p9","easy","Solution not found (time limit exceded)","72.290186","5"," / ","1473"," / "
"sorrell3","easy","Feasible","93.397231","3","-15.000000","-16","0.062500"
"supportcase10","hard","Solution not found (iteration limit exceded)","627.419862","20"," / ","7"," / "
"neos-873061","easy","Feasible","51.465837","2","9494.924907","113.6562385063","0.988030"
"nursesched-medium-hint03","hard","Solution not found (time limit exceded)","38.622724","2"," / ","115"," / "
"neos-4763324-toguru","easy","Feasible","75.944941","11","3940.221793","1613.03884585","0.590622"
"uccase12","easy","Solution not found (time limit exceded)","61.095527","0"," / ","11507.4050616"," / "
"physiciansched6-2","easy","Solution not found (time limit exceded)","111.721660","2"," / ","49324"," / "
"neos-4532248-waihi","easy","Solution not found (time limit exceded)","139.208603","5"," / ","61.59999999999999"," / "
"var-smallemery-m6j6","easy","Feasible","104.990305","5","231.531250","-149.37501","1.000000"
"eilA101-2","easy","Feasible","18.196797","4","2000.990212","880.9201079999999","0.559758"
"radiationm40-10-02","hard","Solution not found (time limit exceded)","37.670467","0"," / ","155328"," / "
"netdiversion","easy","Solution not found (time limit exceded)","114.005563","1"," / ","242"," / "
"snp-02-004-104","easy","Solution not found (time limit exceded)","68.640030","1"," / ","586803238.6567289"," / "
"rd-rplusc-21","easy","Solution not found (time limit exceded)","235.629458","4"," / ","165395.275295"," / "
"neos-3555904-turama","easy","Solution not found (time limit exceded)","262.857817","5"," / ","-34.7"," / "
"map10","easy","Feasible","63.832466","2","-422.000000","-495","0.147475"
"map16715-04","easy","Feasible","38.485750","2","-69.000000","-111","0.378378"
"rail02","easy","Solution not found (time limit exceded)","33.868710","0"," / ","-200.4499077"," / "
"supportcase6","easy","Feasible","8.448214","4","122419.635325","51906.47737","0.575995"
"neos-4413714-turia","easy","Feasible","70.710069","4","497.963858","45.3701670199998","0.908889"
"neos-631710","easy","Solution not found (time limit exceded)","51.355163","2"," / ","203"," / "
"buildingenergy","easy","Feasible","21.915469","1","76393860.216209","33283.853236","0.999564"
"k1mushroom","easy","Feasible","135.472133","7","-18.000000","-3288","0.994526"
"splice1k1","easy","Solution not found (time limit exceded)","100.057186","2"," / ","-394"," / "
"physiciansched3-3","easy","Solution not found (time limit exceded)","98.722209","1"," / ","2623271.326667"," / "
"ex10","easy","Solution not found (time limit exceded)","176.902723","3"," / ","100"," / "
