"ProblemName","Type","Status","Time (sec)","Iteration (n)","Objective value (ACS)","Objective value (optimal)","PrimalGap"
"markshare_4_0","easy","Feasible","0.417703","1","10.000000","1","0.900000"
"markshare2","hard","Feasible","30.044355","1","24.000000","1","0.958333"
"enlight_hard","easy","Solution not found (iteration limit exceded)","29.574477","20"," / ","37"," / "
"pk1","easy","Feasible","0.226676","1","30.000000","11","0.633333"
"neos5","easy","Feasible","0.050815","1","15.250000","15","0.016393"
"gen-ip054","easy","Feasible","1.444725","1","6998.132492","6840.96564179","0.022458"
"neos859080","easy","Solution not found (iteration limit exceded)","2.629968","20"," / ","Infeasible"," / "
"timtab1","easy","Feasible","22.402097","4","855193.000000","764771.99999978","0.105732"
"neos-3046615-murg","easy","Feasible","0.400972","3","2005.000000","1600","0.201995"
"sp150x300d","easy","Feasible","0.230186","3","99.000000","69","0.303030"
"mas76","easy","Feasible","4.891665","2","40797.154017","40005.05398999999","0.019416"
"mas74","easy","Feasible","6.989427","1","14682.699255","11801.18572","0.196252"
"gen-ip002","easy","Feasible","18.602265","3","-4636.828858","-4783.733392","0.030709"
"glass4","easy","Feasible","8.425935","2","1900014800.000000","1200012599.972384","0.368419"
"neos-3754480-nidda","easy","Feasible","20.821206","1","13647.432017","12941.73838561778","0.051709"
"neos-2657525-crna","easy","Feasible","1.995223","6","18.780095","1.810748","0.903582"
"assign1-5-8","easy","Feasible","32.214075","2","212.000000","211.999999999998","0.000000"
"fhnw-binpack4-4","easy","Solution not found (iteration limit exceded)","36.796614","20"," / ","Infeasible"," / "
"supportcase26","easy","Feasible","7.586872","17","1949.534723","1745.123813","0.104851"
"neos-911970","easy","Feasible","10.428836","2","64.560000","54.76","0.151797"
"mad","easy","Feasible","15.039051","2","0.168000","0.0268","0.840476"
"graphdraw-domain","easy","Feasible","3.508937","4","23633.000000","19685.99997550038","0.167012"
"tr12-30","easy","Feasible","32.818259","2","134747.000000","130595.9999999999","0.030806"
"exp-1-500-5-5","easy","Feasible","4.028572","2","76803.000000","65887","0.142130"
"neos-3381206-awhea","easy","Feasible","16.386630","4","457.000000","453","0.008753"
"ic97_potential","easy","Feasible","128.284442","6","4126.000000","3941.99993090225","0.044595"
"neos-3627168-kasai","easy","Feasible","7.164620","2","1005698.030000","988585.6199999998","0.017015"
"binkar10_1","easy","Feasible","0.665728","2","6984.480012","6742.1998835","0.034688"
"csched008","easy","Feasible","0.450739","2","187.000000","173","0.074866"
"csched007","easy","Feasible","34.630166","4","453.000000","350.9999999999955","0.225166"
"beasleyC3","easy","Feasible","75.596029","4","1773.000000","753.9999999999128","0.574732"
"p200x1188c","easy","Feasible","0.038903","1","642268.000000","15078","0.976524"
"neos-4338804-snowy","hard","Feasible","1.103967","4","1839.000000","1471","0.200109"
"50v-10","easy","Feasible","0.025826","1","2406012.793649","3311.1799841","0.998624"
"pg","easy","Feasible","1.171847","1","-7785.652909","-8674.34260712","0.102450"
"mc11","easy","Feasible","11.965441","1","30252.000000","11688.99999999966","0.613612"
"gmu-35-40","easy","Feasible","100.162604","4","-2237782.082800","-2406733.3688","0.070199"
"neos-4954672-berkel","easy","Feasible","1.643177","1","3210921.000000","2612710","0.186305"
"mik-250-20-75-4","easy","Feasible","0.224720","4","80978.000000","-52301","1.000000"
"mcsched","easy","Solution not found (iteration limit exceded)","6.762590","20"," / ","211913"," / "
"pg5_34","easy","Feasible","2.746048","1","-13660.065698","-14339.35345","0.047372"
"n5-3","easy","Feasible","0.129842","1","4432830.000000","8104.999999993999","0.998172"
"lotsize","easy","Feasible","74.913280","3","1884985.000000","1480195","0.214744"
"ran14x18-disj-8","easy","Feasible","0.037441","1","9407.000000","3712","0.605400"
"rococoC10-001000","easy","Feasible","7.040010","7","22197.000000","11460","0.483714"
"gmu-35-50","easy","Feasible","182.845758","6","-2456269.454100","-2607958.33","0.058164"
"b1c1s1","easy","Feasible","22.217956","1","29076.270000","24544.25","0.155867"
"uct-subprob","easy","Feasible","43.969487","2","336.000000","314","0.065476"
"neos17","easy","Feasible","14.035463","2","0.263753","0.1500025774","0.431276"
"bppc4-08","easy","Feasible","34.370629","3","56.000000","53","0.053571"
"qap10","easy","Feasible","5.630416","4","480.000000","339.9999999983871","0.291667"
"cvs16r128-89","easy","Feasible","11.693839","6","-92.000000","-97","0.051546"
"milo-v12-6-r2-40-1","easy","Feasible","615.995576","11","338178.556237","326481.14282799","0.034589"
"reblock115","easy","Feasible","90.902460","4","-30393211.280517","-36800603.2332","0.174111"
"fhnw-binpack4-48","easy","Solution not found (time limit exceded)","250.801831","6"," / ","0"," / "
"rococoB10-011000","easy","Feasible","22.610461","8","42585.000000","19449","0.543290"
"roll3000","easy","Feasible","24.421257","4","16344.000000","12889.999992","0.211331"
"cost266-UUE","easy","Feasible","60.299611","2","28333446.080000","25148940.55999998","0.112394"
"icir97_tension","easy","Feasible","48.412828","4","6475.000000","6375","0.015444"
"neos-3024952-loue","easy","Feasible","222.544457","5","85211.000000","26756","0.686003"
"neos-4738912-atrato","easy","Solution not found (iteration limit exceded)","194.927959","20"," / ","283627956.595"," / "
"fastxgemm-n2r6s0t2","easy","Feasible","23.227869","1","236.000000","230","0.025424"
"nu25-pr12","easy","Feasible","223.448832","16","79210.000000","53904.99999999999","0.319467"
"neos-5107597-kakapo","easy","Feasible","114.512744","8","24120.000000","3644.99999999952","0.848881"
"neos-4387871-tavua","hard","Feasible","31.295343","2","48.455780","33.384729927","0.311027"
"sct2","easy","Feasible","23.745422","3","-227.684935","-230.9891623","0.014305"
"bnatt400","easy","Solution not found (time limit exceded)","136.562223","6"," / ","1"," / "
"app1-1","easy","Solution not found (iteration limit exceded)","31.681313","20"," / ","-3"," / "
"supportcase18","easy","Feasible","9.347302","4","48.000000","48","0.000000"
"seymour","easy","Feasible","7.056657","3","456.000000","423","0.072368"
"seymour1","easy","Feasible","33.026692","2","420.472775","410.76370139","0.023091"
"eil33-2","easy","Feasible","0.314518","4","1776.657546","934.007915999999","0.474289"
"rmatr100-p10","easy","Feasible","0.294017","1","500.000000","423","0.154000"
"bnatt500","easy","Solution not found (time limit exceded)","150.351427","3"," / ","Infeasible"," / "
"neos-3083819-nubu","easy","Feasible","8.031071","8","6694297.000000","6307996","0.057706"
"graph20-20-1rand","easy","Feasible","139.034084","17","-6.000000","-9","0.333333"
"neos-1582420","easy","Feasible","2.341730","5","139.000000","90.99999999999996","0.345324"
"swath1","easy","Feasible","1.074695","3","478.480937","379.07129575","0.207761"
"swath3","easy","Feasible","0.765596","3","539.838884","397.76134365","0.263185"
"peg-solitaire-a3","easy","Solution not found (time limit exceded)","270.354761","7"," / ","1"," / "
"neos-1456979","easy","Feasible","131.218088","5","240.000000","176","0.266667"
"cod105","easy","Feasible","90.565313","4","-12.000000","-12","0.000000"
"h80x6320d","easy","Feasible","36.949416","3","9022.316869","6382.099048245999","0.292632"
"air05","easy","Feasible","2.640293","4","32309.000000","26374","0.183695"
"rocI-4-11","easy","Solution not found (time limit exceded)","282.547715","5"," / ","-6020203"," / "
"neos-1445765","easy","Solution not found (time limit exceded)","120.547402","2"," / ","-17783"," / "
"neos-1171737","easy","Feasible","34.826296","2","-195.000000","-195","0.000000"
"glass-sc","easy","Feasible","1.045680","1","39.000000","23","0.410256"
"drayage-100-23","easy","Feasible","3.855955","3","140480.146179","103333.87407","0.264424"
"drayage-25-23","easy","Feasible","4.706755","3","118700.388279","101282.647018","0.146737"
"nexp-150-20-8-5","easy","Feasible","61.268124","3","322.000000","231","0.282609"
"ns1208400","easy","Solution not found (time limit exceded)","150.144614","2"," / ","2"," / "
"traininstance6","easy","Solution not found (iteration limit exceded)","99.924734","20"," / ","28290"," / "
"dano3_3","easy","Feasible","54.854727","2","579.220873","576.34463303","0.004966"
"dano3_5","easy","Feasible","63.477427","2","579.467533","576.9249159565619","0.004388"
"neos-2978193-inde","easy","Feasible","1.092336","1","-1.908812","-2.38806169","0.200686"
"neos-3004026-krka","easy","Solution not found (time limit exceded)","105.336549","1"," / ","0"," / "
"traininstance2","easy","Solution not found (time limit exceded)","71.857934","3"," / ","71820"," / "
"wachplan","easy","Feasible","5.761091","4","-8.000000","-8","0.000000"
"CMS750_4","easy","Feasible","47.326016","3","431.000000","252","0.415313"
"piperout-08","easy","Solution not found (time limit exceded)","39.385669","1"," / ","125054.9999999999"," / "
"ns1830653","easy","Solution not found (time limit exceded)","171.919533","3"," / ","20622"," / "
"decomp2","easy","Feasible","72.276938","18","-95.000000","-160","0.406250"
"comp21-2idx","easy","Feasible","64.555394","4","3194.000000","74","0.976832"
"neos-3216931-puriri","easy","Solution not found (time limit exceded)","92.322537","2"," / ","71320"," / "
"dws008-01","easy","Solution not found (time limit exceded)","110.151683","2"," / ","37412.60458794508"," / "
"neos-3656078-kumeu","hard","Solution not found (time limit exceded)","113.680991","1"," / ","-13172.2"," / "
"piperout-27","easy","Solution not found (time limit exceded)","97.308913","3"," / ","8123.999999999973"," / "
"istanbul-no-cutoff","easy","Feasible","16.696061","2","204.081749","204.08170701","0.000000"
"trento1","easy","Feasible","32.707670","2","85970458.006300","5189487","0.939636"
"cbs-cta","easy","Feasible","1.177414","1","0.000000","0","0.000000"
"net12","easy","Feasible","28.567253","6","337.000000","214","0.364985"
"fiball","easy","Feasible","94.267883","4","138.000000","138","0.000000"
"mzzv11","easy","Solution not found (time limit exceded)","74.979012","2"," / ","-21718"," / "
"leo1","easy","Feasible","56.291816","3","445871638.240000","404227536.16","0.093399"
"irp","easy","Feasible","1.548474","4","12389.757188","12159.49283539698","0.018585"
"mzzv42z","easy","Feasible","197.008434","10","-11788.000000","-20540","0.426095"
"neos-950242","easy","Feasible","159.021701","12","19.000000","4","0.789474"
"neos-1354092","easy","Solution not found (time limit exceded)","151.358124","2"," / ","46"," / "
"30n20b8","easy","Solution not found (iteration limit exceded)","50.621648","20"," / ","302"," / "
"comp07-2idx","easy","Feasible","68.339083","4","1559.000000","6","0.996151"
"neos-1171448","easy","Feasible","7.113373","2","-309.000000","-309","0.000000"
"neos-827175","easy","Feasible","77.611339","5","113.001700","112.00152","0.008851"
"neos-5188808-nattai","easy","Feasible","75.165932","3","2.854696","0.110283622999984","0.961368"
"satellites2-60-fs","easy","Solution not found (iteration limit exceded)","1106.716433","20"," / ","-19.0000000001"," / "
"brazil3","easy","Solution not found (time limit exceded)","63.569875","1"," / ","24"," / "
"neos-662469","easy","Feasible","16.808801","5","1497207.500000","184379.9999999999","0.876851"
"momentum1","easy","Feasible","251.207056","8","211753.503301","109143.4935","0.484573"
"mushroom-best","easy","Feasible","7.679224","2","1357.379888","0.0553337612","0.999959"
"germanrr","easy","Solution not found (time limit exceded)","161.778136","3"," / ","47095869.649"," / "
"rmatr200-p5","easy","Feasible","51.733787","2","5115.000000","4521","0.116129"
"unitcal_7","easy","Solution not found (time limit exceded)","157.045673","2"," / ","19635558.244"," / "
"radiationm18-12-05","easy","Solution not found (time limit exceded)","188.686427","4"," / ","17566"," / "
"supportcase40","easy","Feasible","68.896621","4","24555.429149","24256.3122898","0.012181"
"n2seq36q","easy","Feasible","4.637594","4","198200.000000","52200","0.736630"
"leo2","easy","Feasible","0.437186","3","1565039117.440000","404077441.12","0.741810"
"neos-960392","easy","Feasible","110.506431","6","-238.000000","-238","0.000000"
"cmflsp50-24-8-8","easy","Feasible","126.838094","3","58170379.618400","55789389.886","0.040931"
"neos-5195221-niemur","easy","Solution not found (iteration limit exceded)","289.391598","20"," / ","0.0038354326"," / "
"nursesched-sprint02","easy","Feasible","32.678990","6","269.000000","57.99999999999999","0.784387"
"tbfp-network","easy","Feasible","19.289777","4","58.163194","24.16319444","0.584562"
"blp-ic98","easy","Feasible","24.947620","3","4664.667280","4491.44758395","0.037134"
"neos-860300","easy","Feasible","4.198169","3","3267.000000","3200.999999999998","0.020202"
"blp-ar98","easy","Feasible","28.570489","3","6953.574152","6205.2147104","0.107622"
"neos-933966","easy","Feasible","68.953985","4","325.000000","318","0.021538"
"lectsched-5-obj","easy","Solution not found (time limit exceded)","98.652955","1"," / ","24"," / "
"chromaticindex512-7","easy","Feasible","40.406825","4","4.000000","4","0.000000"
"ns1952667","easy","Solution not found (time limit exceded)","61.099340","4"," / ","0"," / "
"neos-4300652-rahue","easy","Solution not found (time limit exceded)","35.139600","0"," / ","2.1416"," / "
"neos-1122047","easy","Feasible","13.002228","1","161.000000","161","0.000000"
"satellites2-40","easy","Solution not found (iteration limit exceded)","1180.549153","20"," / ","-19"," / "
"supportcase33","easy","Solution not found (time limit exceded)","181.435305","11"," / ","-345"," / "
"academictimetablesmall","easy","Solution not found (time limit exceded)","109.676668","2"," / ","0"," / "
"sp97ar","easy","Feasible","0.308816","2","3800532775.040000","660705645.759","0.826154"
"hypothyroid-k1","easy","Feasible","30.600732","4","-49.000000","-2851","0.982813"
"fast0507","easy","Feasible","0.243112","1","2529.000000","174","0.931198"
"neos8","easy","Feasible","177.515286","9","-3176.000000","-3719","0.146007"
"neos-3988577-wolgan","easy","Solution not found (time limit exceded)","60.361098","0"," / ","Infeasible"," / "
"rocII-5-11","easy","Solution not found (time limit exceded)","288.847022","5"," / ","-6.675504731538"," / "
"app1-2","easy","Solution not found (iteration limit exceded)","45.648306","20"," / ","-41"," / "
"atlanta-ip","easy","Solution not found (time limit exceded)","125.251253","2"," / ","90.009878614"," / "
"neos-2746589-doon","easy","Solution not found (time limit exceded)","115.406990","2"," / ","2008.199999999999"," / "
"neos-787933","easy","Feasible","4.459292","4","1586.000000","30","0.981084"
"sing326","easy","Solution not found (time limit exceded)","515.509198","12"," / ","7753674.85376"," / "
"n3div36","easy","Feasible","0.365006","2","767600.000000","130800","0.829599"
"sing44","easy","Solution not found (time limit exceded)","503.168138","13"," / ","8128831.1772"," / "
"sp98ar","easy","Feasible","0.902410","3","2653436402.560000","529740623.2","0.800357"
"neos-4722843-widden","easy","Solution not found (time limit exceded)","102.401784","2"," / ","25009.662227"," / "
"cryptanalysiskb128n5obj16","easy","Solution not found (time limit exceded)","129.093989","2"," / ","0"," / "
"cryptanalysiskb128n5obj14","hard","Solution not found (time limit exceded)","172.786758","2"," / ","Infeasible"," / "
"rail507","easy","Feasible","0.979285","2","258.000000","174","0.325581"
"thor50dday","hard","Feasible","1.962867","1","76198794.000000","40417","0.999470"
"nw04","easy","Feasible","4.891742","4","34906.000000","16862","0.516931"
"uccase9","easy","Solution not found (time limit exceded)","60.557634","0"," / ","10993.131409"," / "
"triptim1","easy","Solution not found (iteration limit exceded)","365.105857","20"," / ","22.8680999999999"," / "
"neos-957323","easy","Feasible","81.354991","8","-237.715610","-237.7566815","0.000173"
"rail01","easy","Solution not found (time limit exceded)","66.809240","1"," / ","-70.5699643"," / "
"opm2-z10-s4","hard","Solution not found (time limit exceded)","123.508435","2"," / ","-33269"," / "
"proteindesign122trx11p8","easy","Solution not found (time limit exceded)","36.592500","3"," / ","1747"," / "
"neos-2987310-joes","easy","Solution not found (time limit exceded)","91.700322","2"," / ","-607702988.3"," / "
"ns1116954","easy","Solution not found (time limit exceded)","85.258155","3"," / ","0"," / "
"chromaticindex1024-7","easy","Feasible","97.829085","4","4.000000","4","0.000000"
"supportcase42","easy","Feasible","0.756917","1","329415274225629504.000000","7.75863072227","1.000000"
"ex9","easy","Solution not found (time limit exceded)","347.973322","6"," / ","81"," / "
"irish-electricity","easy","Solution not found (time limit exceded)","60.820446","0"," / ","3723497.591396"," / "
"neos-5093327-huahum","easy","Feasible","89.212292","2","6735.999998","6259.999997125895","0.070665"
"proteindesign121hz512p9","easy","Solution not found (time limit exceded)","47.974372","4"," / ","1473"," / "
"sorrell3","easy","Feasible","62.118066","2","-15.000000","-16","0.062500"
"supportcase10","hard","Solution not found (time limit exceded)","46.210573","0"," / ","7"," / "
"neos-873061","easy","Feasible","38.145796","2","9812.030031","113.6562385063","0.988417"
"nursesched-medium-hint03","hard","Feasible","75.918194","5","12492.000000","115","0.990794"
"neos-4763324-toguru","easy","Feasible","57.817948","9","4361.990347","1613.03884585","0.630206"
"uccase12","easy","Solution not found (time limit exceded)","61.054095","0"," / ","11507.4050616"," / "
"physiciansched6-2","easy","Solution not found (time limit exceded)","114.260496","2"," / ","49324"," / "
"neos-4532248-waihi","easy","Solution not found (time limit exceded)","91.076271","3"," / ","61.59999999999999"," / "
"var-smallemery-m6j6","easy","Feasible","92.440177","4","271.875000","-149.37501","1.000000"
"eilA101-2","easy","Feasible","23.579574","4","1954.376407","880.9201079999999","0.549258"
"radiationm40-10-02","hard","Solution not found (time limit exceded)","37.707072","0"," / ","155328"," / "
"netdiversion","easy","Solution not found (time limit exceded)","116.858889","1"," / ","242"," / "
"snp-02-004-104","easy","Feasible","81.421052","3","688538504.482425","586803238.6567289","0.147755"
"rd-rplusc-21","easy","Feasible","473.241039","18","165395.275295","165395.275295","0.000000"
"neos-3555904-turama","easy","Solution not found (time limit exceded)","384.648703","7"," / ","-34.7"," / "
"map10","easy","Feasible","36.266968","2","-195.000000","-495","0.606061"
"map16715-04","easy","Feasible","62.193071","2","-93.000000","-111","0.162162"
"rail02","easy","Solution not found (time limit exceded)","33.361849","0"," / ","-200.4499077"," / "
"supportcase6","easy","Feasible","28.864453","5","112307.234052","51906.47737","0.537817"
"neos-4413714-turia","easy","Feasible","59.915216","4","498.859905","45.3701670199998","0.909052"
"neos-631710","easy","Solution not found (time limit exceded)","55.135691","2"," / ","203"," / "
"buildingenergy","easy","Feasible","26.338548","1","76434922.692868","33283.853236","0.999565"
"k1mushroom","easy","Feasible","43.073801","4","-204.000000","-3288","0.937956"
"splice1k1","easy","Feasible","45.888579","3","-12.000000","-394","0.969543"
"physiciansched3-3","easy","Solution not found (time limit exceded)","97.626558","1"," / ","2623271.326667"," / "
"ex10","easy","Solution not found (time limit exceded)","177.011411","3"," / ","100"," / "
"bab6","hard","Solution not found (time limit exceded)","129.614652","2"," / ","-284248.2307000001"," / "
"ns1644855","easy","Solution not found (time limit exceded)","68.456225","1"," / ","-1524.33333333333"," / "
"neos-848589","easy","Feasible","69.513212","2","4932946.767600","2351.40309999697","0.999523"
"roi2alpha3n4","easy","Feasible","89.287087","5","-54.235271","-63.20849503","0.141962"
"neos-5049753-cuanza","easy","Solution not found (iteration limit exceded)","667.717822","20"," / ","561.9999971689"," / "
"gfd-schedulen180f7d50m30k18","easy","Solution not found (time limit exceded)","63.378696","0"," / ","1"," / "
"co-100","easy","Solution not found (time limit exceded)","53.502831","3"," / ","2639942.06"," / "
"highschool1-aigio","hard","Solution not found (time limit exceded)","35.629295","0"," / ","0"," / "
"supportcase22","open","Solution not found (iteration limit exceded)","807.200247","20"," / ","110.0*"," / "
"bab2","hard","Solution not found (time limit exceded)","124.927186","2"," / ","-357544.3115"," / "
"neos-3402294-bobin","easy","Feasible","97.886493","4","0.067250","0.06724999999999949","0.000000"
"supportcase7","easy","Solution not found (time limit exceded)","60.734340","0"," / ","-1132.223177"," / "
"ns1760995","easy","Solution not found (time limit exceded)","73.431732","1"," / ","-549.21438505"," / "
"s250r10","easy","Solution not found (time limit exceded)","183.102329","5"," / ","-0.1717804834232"," / "
"savsched1","easy","Feasible","99.285167","3","48229.900000","3217.7","0.933284"
"neos-4647030-tutaki","hard","Solution not found (time limit exceded)","35.785608","0"," / ","27265.70599999996"," / "
"neos-5104907-jarama","hard","Solution not found (iteration limit exceded)","728.601557","20"," / ","935"," / "
"s100","hard","Solution not found (iteration limit exceded)","980.526054","20"," / ","-0.1697235270583"," / "
"supportcase12","easy","Feasible","68.667101","2","-7207.131658","-7559.533053817","0.046617"
"neos-5052403-cygnet","easy","Solution not found (time limit exceded)","70.307363","1"," / ","182"," / "
"roi5alpha10n8","easy","Feasible","110.829429","4","-32.739300","-52.322274351","0.374276"
"neos-5114902-kasavu","hard","Solution not found (iteration limit exceded)","824.799356","20"," / ","655"," / "
"neos-2075418-temuka","easy","Solution not found (time limit exceded)","112.939963","1"," / ","Infeasible"," / "
"supportcase19","hard","Solution not found (time limit exceded)","92.889552","1"," / ","12677205.99992052"," / "
"neos-3402454-bohle","hard","Solution not found (time limit exceded)","48.136111","1"," / ","Infeasible"," / "
"square41","easy","Solution not found (time limit exceded)","81.623392","2"," / ","15"," / "
"square47","easy","Solution not found (time limit exceded)","36.848714","0"," / ","15.9999999997877"," / "
