"ProblemName","Type","Status","Time (sec)","Iteration (n)","Objective value (ACS)","Objective value (optimal)","PrimalGap"
"markshare_4_0","easy","Feasible","0.695228","1","10.000000","1","0.900000"
"markshare2","hard","Feasible","30.040132","1","24.000000","1","0.958333"
"enlight_hard","easy","Solution not found (iteration limit exceded)","13.117026","5"," / ","37"," / "
"pk1","easy","Feasible","0.496012","1","23.000000","11","0.521739"
"neos5","easy","Feasible","0.566648","1","17.000000","15","0.117647"
"gen-ip054","easy","Feasible","0.003253","1","84254607.816172","6840.96564179","0.999919"
"neos859080","easy","Solution not found (iteration limit exceded)","1.183959","5"," / ","Infeasible"," / "
"timtab1","easy","Feasible","16.128206","4","1018319.000000","764771.99999978","0.248986"
"neos-3046615-murg","easy","Solution not found (iteration limit exceded)","8.199246","5"," / ","1600"," / "
"sp150x300d","easy","Feasible","0.742717","4","100.000000","69","0.310000"
"mas76","easy","Feasible","2.299438","1","42553.524720","40005.05398999999","0.059889"
"mas74","easy","Feasible","6.567534","1","17881.851798","11801.18572","0.340047"
"gen-ip002","easy","Feasible","3.847099","4","-4764.267219","-4783.733392","0.004069"
"glass4","easy","Feasible","5.339765","2","1891683308.333333","1200012599.972384","0.365638"
"neos-3754480-nidda","easy","Feasible","10.835134","1","13383.047706","12941.73838561778","0.032975"
"neos-2657525-crna","easy","Solution not found (iteration limit exceded)","2.330647","5"," / ","1.810748"," / "
"assign1-5-8","easy","Feasible","60.084353","2","212.000000","211.999999999998","0.000000"
"fhnw-binpack4-4","easy","Solution not found (iteration limit exceded)","13.606427","5"," / ","Infeasible"," / "
"supportcase26","easy","Solution not found (iteration limit exceded)","2.891942","5"," / ","1745.123813"," / "
"neos-911970","easy","Feasible","3.561521","2","59.780000","54.76","0.083975"
"mad","easy","Feasible","0.494211","2","0.819600","0.0268","0.967301"
"graphdraw-domain","easy","Feasible","2.015279","3","23644.000000","19685.99997550038","0.167400"
"tr12-30","easy","Feasible","2.322888","1","134860.000000","130595.9999999999","0.031618"
"exp-1-500-5-5","easy","Feasible","1.841406","2","66659.000000","65887","0.011581"
"neos-3381206-awhea","easy","Feasible","16.126216","4","454.000000","453","0.002203"
"ic97_potential","easy","Feasible","72.808594","4","4114.000000","3941.99993090225","0.041808"
"neos-3627168-kasai","easy","Feasible","2.158232","1","1020315.660000","988585.6199999998","0.031098"
"binkar10_1","easy","Feasible","0.540620","2","6946.330027","6742.1998835","0.029387"
"csched008","easy","Feasible","1.440260","3","185.000000","173","0.064865"
"csched007","easy","Feasible","3.708488","2","569.000000","350.9999999999955","0.383128"
"beasleyC3","easy","Feasible","16.095579","2","1695.000000","753.9999999999128","0.555162"
"p200x1188c","easy","Feasible","0.048225","1","665018.000000","15078","0.977327"
