"ProblemName","Type","Status","Time (sec)","Iteration (n)","Objective value (ACS)","Objective value (optimal)","PrimalGap"
"markshare_4_0","easy","Feasible","0.379266","1","10.000000","1","0.900000"
"markshare2","hard","Feasible","30.041113","1","20.000000","1","0.950000"
"enlight_hard","easy","Solution not found (iteration limit exceded)","24.608576","15"," / ","37"," / "
"pk1","easy","Feasible","0.799517","1","25.000000","11","0.560000"
"neos5","easy","Feasible","0.010543","1","16.000000","15","0.062500"
"gen-ip054","easy","Feasible","0.692698","1","6878.620990","6840.96564179","0.005474"
"neos859080","easy","Solution not found (iteration limit exceded)","1.620080","15"," / ","Infeasible"," / "
"timtab1","easy","Feasible","32.400913","3","951952.000001","764771.99999978","0.196628"
"neos-3046615-murg","easy","Feasible","0.418225","3","1628605.000000","1600","0.999018"
"sp150x300d","easy","Feasible","0.712812","5","100.000000","69","0.310000"
"mas76","easy","Feasible","6.119030","2","40816.222011","40005.05398999999","0.019874"
"mas74","easy","Feasible","18.495647","1","17165.027207","11801.18572","0.312487"
"gen-ip002","easy","Feasible","8.989536","4","-4752.657231","-4783.733392","0.006496"
"glass4","easy","Feasible","2.544792","2","1866685099.999999","1200012599.972384","0.357142"
"neos-3754480-nidda","easy","Feasible","30.023711","1","13848.160584","12941.73838561778","0.065454"
"neos-2657525-crna","easy","Feasible","17.918302","7","21.147166","1.810748","0.914374"
"assign1-5-8","easy","Feasible","44.212910","2","212.000000","211.999999999998","0.000000"
"fhnw-binpack4-4","easy","Solution not found (iteration limit exceded)","8.878496","15"," / ","Infeasible"," / "
"supportcase26","easy","Feasible","8.997366","11","1959.343592","1745.123813","0.109332"
"neos-911970","easy","Feasible","0.802584","2","60.760000","54.76","0.098749"
"mad","easy","Feasible","18.411474","2","0.060600","0.0268","0.557756"
"graphdraw-domain","easy","Feasible","0.400917","2","29864.000000","19685.99997550038","0.340812"
"tr12-30","easy","Feasible","18.263672","1","136083.000000","130595.9999999999","0.040321"
"exp-1-500-5-5","easy","Feasible","2.651149","2","73115.000000","65887","0.098858"
"neos-3381206-awhea","easy","Feasible","19.289592","4","459.000000","453","0.013072"
"ic97_potential","easy","Feasible","113.115913","4","4099.000000","3941.99993090225","0.038302"
"neos-3627168-kasai","easy","Feasible","2.026940","1","1024683.580000","988585.6199999998","0.035228"
"binkar10_1","easy","Feasible","0.212313","1","7023.430026","6742.1998835","0.040042"
"csched008","easy","Feasible","0.561349","2","189.000000","173","0.084656"
"csched007","easy","Feasible","89.945355","3","463.000000","350.9999999999955","0.241901"
"beasleyC3","easy","Feasible","15.267565","2","1614.000000","753.9999999999128","0.532838"
