"ProblemName","Type","Status","Time (sec)","Iteration (n)","Objective value (ACS)","Objective value (optimal)","PrimalGap"
"markshare_4_0","easy","Feasible","1.192525","1","10.000000","1","0.900000"
"markshare2","hard","Feasible","45.049344","1","22.000000","1","0.954545"
"enlight_hard","easy","Solution not found (time limit exceded)","54.257945","5"," / ","37"," / "
"pk1","easy","Feasible","0.205457","1","25.000000","11","0.560000"
"neos5","easy","Feasible","0.032486","1","16.000000","15","0.062500"
"gen-ip054","easy","Feasible","5.082783","1","6870.674105","6840.96564179","0.004324"
"neos859080","easy","Solution not found (iteration limit exceded)","1.317107","10"," / ","Infeasible"," / "
"timtab1","easy","Feasible","38.408200","3","920216.000000","764771.99999978","0.168921"
"neos-3046615-murg","easy","Feasible","2.400576","5","2127.000000","1600","0.247767"
"sp150x300d","easy","Feasible","0.831495","5","95.000000","69","0.273684"
"mas76","easy","Feasible","0.558966","2","40210.054142","40005.05398999999","0.005098"
"mas74","easy","Feasible","15.544507","1","12231.948580","11801.18572","0.035216"
"gen-ip002","easy","Feasible","45.569441","8","-4634.249391","-4783.733392","0.031248"
"glass4","easy","Feasible","2.477047","2","2000018999.999995","1200012599.972384","0.399999"
"neos-3754480-nidda","easy","Feasible","45.031926","1","13604.668913","12941.73838561778","0.048728"
"neos-2657525-crna","easy","Solution not found (iteration limit exceded)","23.234239","10"," / ","1.810748"," / "
"assign1-5-8","easy","Feasible","46.398353","2","214.000000","211.999999999998","0.009346"
"fhnw-binpack4-4","easy","Solution not found (iteration limit exceded)","48.264814","10"," / ","Infeasible"," / "
"supportcase26","easy","Feasible","12.516737","9","1887.158001","1745.123813","0.075264"
"neos-911970","easy","Feasible","34.562221","2","62.610000","54.76","0.125379"
"mad","easy","Feasible","20.907399","3","0.057200","0.0268","0.531469"
"graphdraw-domain","easy","Feasible","2.184223","3","24849.000000","19685.99997550038","0.207775"
"tr12-30","easy","Feasible","7.149282","1","134386.000000","130595.9999999999","0.028202"
"exp-1-500-5-5","easy","Feasible","2.658449","2","73706.000000","65887","0.106084"
"neos-3381206-awhea","easy","Feasible","1.828025","3","455.000000","453","0.004396"
"ic97_potential","easy","Feasible","82.257114","4","4089.000000","3941.99993090225","0.035950"
"neos-3627168-kasai","easy","Feasible","1.919814","1","1012069.530000","988585.6199999998","0.023204"
"binkar10_1","easy","Feasible","0.152306","1","6993.709998","6742.1998835","0.035962"
"csched008","easy","Feasible","10.846705","3","186.000000","173","0.069892"
"csched007","easy","Feasible","8.396307","2","535.000000","350.9999999999955","0.343925"
"beasleyC3","easy","Feasible","115.237308","4","1655.000000","753.9999999999128","0.544411"
"p200x1188c","easy","Feasible","0.067408","1","612462.000000","15078","0.975381"
"neos-4338804-snowy","hard","Feasible","1.727850","4","2009.000000","1471","0.267795"
"50v-10","easy","Feasible","0.027951","1","2332860.773861","3311.1799841","0.998581"
"pg","easy","Feasible","4.189850","1","-7966.046710","-8674.34260712","0.081654"
"mc11","easy","Feasible","3.992006","1","28483.000000","11688.99999999966","0.589615"
"gmu-35-40","easy","Feasible","120.191492","3","-2356096.480000","-2406733.3688","0.021040"
