"ProblemName","Type","Status","Time (sec)","Iteration (n)","Objective value (ACS)","Objective value (optimal)","PrimalGap"
"markshare_4_0","easy","Feasible","1.244270","1","10.000000","1","0.900000"
"markshare2","hard","Feasible","30.037215","1","22.000000","1","0.954545"
"enlight_hard","easy","Solution not found (time limit exceded)","39.220301","5"," / ","37"," / "
"pk1","easy","Feasible","0.185419","1","25.000000","11","0.560000"
"neos5","easy","Feasible","0.024553","1","16.000000","15","0.062500"
"gen-ip054","easy","Feasible","5.085187","1","6870.674105","6840.96564179","0.004324"
"neos859080","easy","Solution not found (iteration limit exceded)","1.302731","10"," / ","Infeasible"," / "
"timtab1","easy","Feasible","35.593245","3","920216.000000","764771.99999978","0.168921"
"neos-3046615-murg","easy","Feasible","2.400876","5","2127.000000","1600","0.247767"
"sp150x300d","easy","Feasible","0.828262","5","95.000000","69","0.273684"
"mas76","easy","Feasible","0.955892","2","40210.054142","40005.05398999999","0.005098"
"mas74","easy","Feasible","15.566123","1","12231.948580","11801.18572","0.035216"
"gen-ip002","easy","Feasible","30.580685","8","-4634.249391","-4783.733392","0.031248"
"glass4","easy","Feasible","2.474996","2","2000018999.999995","1200012599.972384","0.399999"
"neos-3754480-nidda","easy","Feasible","30.023964","1","13604.668913","12941.73838561778","0.048728"
"neos-2657525-crna","easy","Solution not found (iteration limit exceded)","23.256593","10"," / ","1.810748"," / "
"assign1-5-8","easy","Feasible","31.374154","2","214.000000","211.999999999998","0.009346"
"fhnw-binpack4-4","easy","Solution not found (iteration limit exceded)","33.260854","10"," / ","Infeasible"," / "
"supportcase26","easy","Feasible","12.538991","9","1887.158001","1745.123813","0.075264"
"neos-911970","easy","Feasible","30.112015","2","62.610000","54.76","0.125379"
"mad","easy","Feasible","20.918977","3","0.057200","0.0268","0.531469"
"graphdraw-domain","easy","Feasible","2.191294","3","24849.000000","19685.99997550038","0.207775"
"tr12-30","easy","Feasible","7.143124","1","134386.000000","130595.9999999999","0.028202"
"exp-1-500-5-5","easy","Feasible","2.661431","2","73706.000000","65887","0.106084"
"neos-3381206-awhea","easy","Feasible","1.808664","3","455.000000","453","0.004396"
"ic97_potential","easy","Feasible","56.928929","4","4107.000000","3941.99993090225","0.040175"
"neos-3627168-kasai","easy","Feasible","1.920520","1","1012069.530000","988585.6199999998","0.023204"
"binkar10_1","easy","Feasible","0.152203","1","6993.709998","6742.1998835","0.035962"
"csched008","easy","Feasible","10.811958","3","186.000000","173","0.069892"
"csched007","easy","Feasible","8.401527","2","535.000000","350.9999999999955","0.343925"
"beasleyC3","easy","Feasible","85.206698","4","1655.000000","753.9999999999128","0.544411"
"p200x1188c","easy","Feasible","0.067601","1","612462.000000","15078","0.975381"
"neos-4338804-snowy","hard","Feasible","1.743689","4","2009.000000","1471","0.267795"
"50v-10","easy","Feasible","0.026164","1","2332860.773861","3311.1799841","0.998581"
"pg","easy","Feasible","4.190448","1","-7966.046710","-8674.34260712","0.081654"
"mc11","easy","Feasible","3.991266","1","28483.000000","11688.99999999966","0.589615"
"gmu-35-40","easy","Feasible","71.171677","3","-2330526.411800","-2406733.3688","0.031664"
"neos-4954672-berkel","easy","Feasible","3.892173","1","3204421.000000","2612710","0.184655"
"mik-250-20-75-4","easy","Feasible","0.593261","4","93837.000000","-52301","1.000000"
"mcsched","easy","Solution not found (iteration limit exceded)","3.919989","10"," / ","211913"," / "
"pg5_34","easy","Feasible","6.439414","1","-13880.710460","-14339.35345","0.031985"
"n5-3","easy","Feasible","0.112616","1","5289293.000000","8104.999999993999","0.998468"
"lotsize","easy","Feasible","43.307411","2","1688752.995731","1480195","0.123498"
"ran14x18-disj-8","easy","Feasible","0.126250","1","9635.000000","3712","0.614738"
"rococoC10-001000","easy","Feasible","5.962667","7","29319.000000","11460","0.609127"
"gmu-35-50","easy","Feasible","112.736447","4","-2605086.594200","-2607958.33","0.001101"
"b1c1s1","easy","Feasible","30.220912","1","29745.310000","24544.25","0.174853"
"uct-subprob","easy","Feasible","34.628817","2","332.000000","314","0.054217"
"neos17","easy","Feasible","0.316919","1","0.301391","0.1500025774","0.502299"
"bppc4-08","easy","Feasible","13.322260","2","53.000000","53","0.000000"
"qap10","easy","Feasible","34.124944","5","482.000000","339.9999999983871","0.294606"
"cvs16r128-89","easy","Feasible","16.227175","7","-88.000000","-97","0.092784"
"milo-v12-6-r2-40-1","easy","Solution not found (iteration limit exceded)","584.316597","10"," / ","326481.14282799"," / "
"reblock115","easy","Feasible","101.223148","5","-32991202.268414","-36800603.2332","0.103515"
"fhnw-binpack4-48","easy","Solution not found (time limit exceded)","176.222100","3"," / ","0"," / "
"rococoB10-011000","easy","Solution not found (iteration limit exceded)","20.271806","10"," / ","19449"," / "
"roll3000","easy","Feasible","16.094445","5","14410.000000","12889.999992","0.105482"
"cost266-UUE","easy","Feasible","90.457725","3","26660529.310000","25148940.55999998","0.056698"
"icir97_tension","easy","Feasible","97.753431","6","6458.000000","6375","0.012852"
"neos-3024952-loue","easy","Feasible","217.663898","5","72866.000000","26756","0.632805"
"neos-4738912-atrato","easy","Solution not found (iteration limit exceded)","100.395719","10"," / ","283627956.595"," / "
"fastxgemm-n2r6s0t2","easy","Feasible","30.186283","1","230.000000","230","0.000000"
"nu25-pr12","easy","Solution not found (iteration limit exceded)","212.484471","10"," / ","53904.99999999999"," / "
"neos-5107597-kakapo","easy","Feasible","86.352265","7","33831.000000","3644.99999999952","0.892259"
"neos-4387871-tavua","hard","Feasible","31.904002","2","49.941040","33.384729927","0.331517"
"sct2","easy","Feasible","34.306669","3","-230.156368","-230.9891623","0.003605"
"bnatt400","easy","Solution not found (time limit exceded)","212.587861","8"," / ","1"," / "
"app1-1","easy","Solution not found (iteration limit exceded)","31.077891","10"," / ","-3"," / "
"supportcase18","easy","Feasible","30.884961","3","49.000000","48","0.020408"
"seymour","easy","Feasible","2.351074","2","462.000000","423","0.084416"
"seymour1","easy","Feasible","13.565351","2","418.484072","410.76370139","0.018448"
"eil33-2","easy","Feasible","0.182841","3","1795.183219","934.007915999999","0.479714"
"rmatr100-p10","easy","Feasible","1.133341","1","463.000000","423","0.086393"
"bnatt500","easy","Solution not found (time limit exceded)","138.059460","3"," / ","Infeasible"," / "
"neos-3083819-nubu","easy","Feasible","24.279993","8","6588413.000000","6307996","0.042562"
"graph20-20-1rand","easy","Feasible","79.844362","5","-9.000000","-9","0.000000"
"neos-1582420","easy","Feasible","1.705866","4","123.000000","90.99999999999996","0.260163"
"swath1","easy","Feasible","1.373710","3","379.071296","379.07129575","0.000000"
"swath3","easy","Feasible","6.097047","3","528.241580","397.76134365","0.247009"
"peg-solitaire-a3","easy","Solution not found (time limit exceded)","276.703054","7"," / ","1"," / "
"neos-1456979","easy","Feasible","68.755499","5","226.000000","176","0.221239"
"cod105","easy","Feasible","90.681662","4","-12.000000","-12","0.000000"
"h80x6320d","easy","Feasible","40.037799","3","8921.261684","6382.099048245999","0.284619"
"air05","easy","Feasible","4.927757","4","32588.000000","26374","0.190684"
"rocI-4-11","easy","Solution not found (time limit exceded)","79.792807","1"," / ","-6020203"," / "
"neos-1445765","easy","Solution not found (time limit exceded)","120.606592","2"," / ","-17783"," / "
"neos-1171737","easy","Feasible","38.643660","2","-195.000000","-195","0.000000"
"glass-sc","easy","Feasible","0.794712","1","43.000000","23","0.465116"
"drayage-100-23","easy","Feasible","27.727233","5","109277.560616","103333.87407","0.054391"
"drayage-25-23","easy","Feasible","19.863275","4","144158.763943","101282.647018","0.297423"
"nexp-150-20-8-5","easy","Feasible","31.089822","2","346.000000","231","0.332370"
"ns1208400","easy","Solution not found (time limit exceded)","210.205120","3"," / ","2"," / "
"traininstance6","easy","Feasible","63.061288","8","112700.000000","28290","0.748980"
"dano3_3","easy","Feasible","20.190008","2","576.407689","576.34463303","0.000109"
"dano3_5","easy","Feasible","90.558012","3","577.026789","576.9249159565619","0.000177"
"neos-2978193-inde","easy","Feasible","0.577758","1","-1.870202","-2.38806169","0.216854"
"neos-3004026-krka","easy","Solution not found (time limit exceded)","104.963551","1"," / ","0"," / "
"traininstance2","easy","Solution not found (time limit exceded)","80.054755","5"," / ","71820"," / "
"wachplan","easy","Feasible","3.193841","5","-8.000000","-8","0.000000"
"CMS750_4","easy","Feasible","55.611594","3","423.000000","252","0.404255"
"piperout-08","easy","Solution not found (time limit exceded)","39.354584","1"," / ","125054.9999999999"," / "
"ns1830653","easy","Solution not found (time limit exceded)","172.062002","3"," / ","20622"," / "
"decomp2","easy","Feasible","42.394043","9","-95.000000","-160","0.406250"
"comp21-2idx","easy","Feasible","64.579859","4","3215.000000","74","0.976983"
"neos-3216931-puriri","easy","Solution not found (time limit exceded)","120.394703","2"," / ","71320"," / "
"dws008-01","easy","Feasible","163.577785","5","54181.782545","37412.60458794508","0.309498"
"neos-3656078-kumeu","hard","Solution not found (time limit exceded)","149.166525","2"," / ","-13172.2"," / "
"piperout-27","easy","Solution not found (time limit exceded)","48.027332","2"," / ","8123.999999999973"," / "
"istanbul-no-cutoff","easy","Feasible","23.661910","2","257.260589","204.08170701","0.206712"
"trento1","easy","Feasible","60.809228","2","86010376.002400","5189487","0.939664"
"cbs-cta","easy","Feasible","4.887594","2","0.000000","0","0.000000"
"net12","easy","Feasible","27.844979","4","337.000000","214","0.364985"
"fiball","easy","Feasible","111.670374","5","168.000000","138","0.178571"
"mzzv11","easy","Solution not found (time limit exceded)","104.442618","2"," / ","-21718"," / "
"leo1","easy","Feasible","0.123606","2","2093392622.720000","404227536.16","0.806903"
"irp","easy","Feasible","0.900334","4","13290.501163","12159.49283539698","0.085099"
"mzzv42z","easy","Solution not found (time limit exceded)","72.978121","2"," / ","-20540"," / "
"neos-950242","easy","Solution not found (iteration limit exceded)","116.482771","10"," / ","4"," / "
"neos-1354092","easy","Solution not found (time limit exceded)","91.448384","1"," / ","46"," / "
"30n20b8","easy","Solution not found (iteration limit exceded)","49.911514","10"," / ","302"," / "
"comp07-2idx","easy","Feasible","63.036020","4","1455.000000","6","0.995876"
"neos-1171448","easy","Feasible","9.622722","2","-309.000000","-309","0.000000"
"neos-827175","easy","Feasible","35.275910","3","113.001800","112.00152","0.008852"
"neos-5188808-nattai","easy","Feasible","24.988869","2","0.926647","0.110283622999984","0.880986"
"satellites2-60-fs","easy","Feasible","325.888040","7","95.000000","-19.0000000001","1.000000"
"brazil3","easy","Solution not found (time limit exceded)","61.797969","1"," / ","24"," / "
"neos-662469","easy","Feasible","13.639057","5","1473472.000000","184379.9999999999","0.874867"
"momentum1","easy","Feasible","273.560402","8","218073.315045","109143.4935","0.499510"
"mushroom-best","easy","Feasible","42.932438","2","164.284949","0.0553337612","0.999663"
"germanrr","easy","Solution not found (time limit exceded)","222.707993","5"," / ","47095869.649"," / "
"rmatr200-p5","easy","Feasible","61.022840","2","4639.000000","4521","0.025437"
"unitcal_7","easy","Solution not found (time limit exceded)","296.596477","4"," / ","19635558.244"," / "
"radiationm18-12-05","easy","Solution not found (time limit exceded)","164.751022","3"," / ","17566"," / "
"supportcase40","easy","Feasible","37.631993","3","25179.979704","24256.3122898","0.036683"
"n2seq36q","easy","Feasible","4.451793","4","145000.000000","52200","0.640000"
"leo2","easy","Feasible","0.376419","3","3423438899.960000","404077441.12","0.881967"
"neos-960392","easy","Feasible","104.757763","6","-238.000000","-238","0.000000"
"cmflsp50-24-8-8","easy","Feasible","217.809772","4","59239965.311200","55789389.886","0.058247"
"neos-5195221-niemur","easy","Solution not found (iteration limit exceded)","153.098516","10"," / ","0.0038354326"," / "
"nursesched-sprint02","easy","Feasible","35.674104","6","297.000000","57.99999999999999","0.804714"
"tbfp-network","easy","Feasible","50.046253","5","103.166667","24.16319444","0.765785"
"blp-ic98","easy","Feasible","27.446856","3","4645.925250","4491.44758395","0.033250"
"neos-860300","easy","Feasible","3.504534","3","3677.000000","3200.999999999998","0.129453"
"blp-ar98","easy","Feasible","22.205095","3","6603.453109","6205.2147104","0.060308"
"neos-933966","easy","Feasible","87.327628","5","323.000000","318","0.015480"
"lectsched-5-obj","easy","Solution not found (time limit exceded)","100.017734","1"," / ","24"," / "
"chromaticindex512-7","easy","Feasible","62.498680","4","4.000000","4","0.000000"
"ns1952667","easy","Solution not found (time limit exceded)","61.183073","4"," / ","0"," / "
"neos-4300652-rahue","easy","Solution not found (time limit exceded)","35.681189","0"," / ","2.1416"," / "
"neos-1122047","easy","Feasible","34.424807","3","161.000000","161","0.000000"
"satellites2-40","easy","Solution not found (iteration limit exceded)","572.896240","10"," / ","-19"," / "
"supportcase33","easy","Solution not found (iteration limit exceded)","195.999825","10"," / ","-345"," / "
"academictimetablesmall","easy","Solution not found (time limit exceded)","120.277526","2"," / ","0"," / "
"sp97ar","easy","Feasible","0.842127","3","4316720481.280001","660705645.759","0.846943"
"hypothyroid-k1","easy","Feasible","16.514207","4","-421.000000","-2851","0.852333"
"fast0507","easy","Feasible","0.258845","1","2465.000000","174","0.929412"
"neos8","easy","Feasible","130.743556","6","-2236.000000","-3719","0.398763"
"neos-3988577-wolgan","easy","Solution not found (time limit exceded)","60.302460","0"," / ","Infeasible"," / "
"rocII-5-11","easy","Solution not found (time limit exceded)","153.507789","3"," / ","-6.675504731538"," / "
"app1-2","easy","Solution not found (iteration limit exceded)","50.948716","10"," / ","-41"," / "
"atlanta-ip","easy","Solution not found (time limit exceded)","47.148235","1"," / ","90.009878614"," / "
"neos-2746589-doon","easy","Solution not found (time limit exceded)","124.922201","2"," / ","2008.199999999999"," / "
"neos-787933","easy","Feasible","4.875754","4","1589.000000","30","0.981120"
"sing326","easy","Solution not found (iteration limit exceded)","367.905715","10"," / ","7753674.85376"," / "
"n3div36","easy","Feasible","0.375522","2","793200.000000","130800","0.835098"
"sing44","easy","Solution not found (time limit exceded)","344.507412","8"," / ","8128831.1772"," / "
"sp98ar","easy","Feasible","0.867204","3","2692880739.679997","529740623.2","0.803281"
"neos-4722843-widden","easy","Solution not found (time limit exceded)","98.730549","2"," / ","25009.662227"," / "
"cryptanalysiskb128n5obj16","easy","Solution not found (time limit exceded)","118.643966","1"," / ","0"," / "
"cryptanalysiskb128n5obj14","hard","Solution not found (time limit exceded)","60.816710","0"," / ","Infeasible"," / "
"rail507","easy","Feasible","0.884942","2","254.000000","174","0.314961"
"thor50dday","hard","Feasible","2.218129","1","76717169.000000","40417","0.999473"
"nw04","easy","Feasible","6.100359","4","26140.000000","16862","0.354935"
"uccase9","easy","Solution not found (time limit exceded)","60.465338","0"," / ","10993.131409"," / "
"triptim1","easy","Solution not found (time limit exceded)","111.504399","5"," / ","22.8680999999999"," / "
"neos-957323","easy","Feasible","100.747942","8","-237.753086","-237.7566815","0.000015"
"rail01","easy","Solution not found (time limit exceded)","92.463219","1"," / ","-70.5699643"," / "
"opm2-z10-s4","hard","Feasible","126.325595","5","-17691.000000","-33269","0.468244"
"proteindesign122trx11p8","easy","Feasible","48.188651","7","1773.000000","1747","0.014664"
"neos-2987310-joes","easy","Solution not found (iteration limit exceded)","261.323537","10"," / ","-607702988.3"," / "
"ns1116954","easy","Solution not found (iteration limit exceded)","197.742448","10"," / ","0"," / "
"chromaticindex1024-7","easy","Feasible","100.341612","4","4.000000","4","0.000000"
"supportcase42","easy","Feasible","0.775864","1","337835198025196672.000000","7.75863072227","1.000000"
"ex9","easy","Solution not found (time limit exceded)","228.125345","4"," / ","81"," / "
"irish-electricity","easy","Solution not found (time limit exceded)","60.919938","0"," / ","3723497.591396"," / "
"neos-5093327-huahum","easy","Solution not found (time limit exceded)","60.723492","0"," / ","6259.999997125895"," / "
"proteindesign121hz512p9","easy","Solution not found (time limit exceded)","78.656112","5"," / ","1473"," / "
"sorrell3","easy","Feasible","89.659038","3","-15.000000","-16","0.062500"
"supportcase10","hard","Solution not found (iteration limit exceded)","314.364951","10"," / ","7"," / "
"neos-873061","easy","Feasible","38.560660","2","9255.582376","113.6562385063","0.987720"
"nursesched-medium-hint03","hard","Solution not found (time limit exceded)","41.436633","2"," / ","115"," / "
"neos-4763324-toguru","easy","Feasible","72.125690","9","4380.199292","1613.03884585","0.631743"
"uccase12","easy","Solution not found (time limit exceded)","61.092622","0"," / ","11507.4050616"," / "
