"ProblemName","Type","Status","Time (sec)","Iteration (n)","Objective value (ACS)","Objective value (optimal)","PrimalGap"
"rocI-4-11","easy","Bug OMIP","16.175273","9"," / ","-6020203"," / "
"neos-1445765","easy","Solution not found (iteration limit exceded)","131.804136","10"," / ","-17783"," / "
"neos-1171737","easy","Feasible","180.386951","6","-194.000000","-195","0.005128"
"glass-sc","easy","Feasible","0.046130","1","77.000000","23","0.701299"
"drayage-100-23","easy","Bug OMIP","37.117252","9"," / ","103333.87407"," / "
"drayage-25-23","easy","Feasible","37.929550","10","225416.873474","101282.647018","0.550687"
"nexp-150-20-8-5","easy","Feasible","7.377331","6","3639.000000","231","0.936521"
"ns1208400","easy","Solution not found (iteration limit exceded)","2.196567","10"," / ","2"," / "
"traininstance6","easy","Solution not found (iteration limit exceded)","17.196088","10"," / ","28290"," / "
"dano3_3","easy","Feasible","29.310617","4","579.537416","576.34463303","0.005509"
"dano3_5","easy","Feasible","91.072347","4","580.180605","576.9249159565619","0.005612"
"neos-2978193-inde","easy","Feasible","0.984534","3","-1.378541","-2.38806169","0.422736"
"neos-3004026-krka","easy","Solution not found (iteration limit exceded)","32.500443","10"," / ","0"," / "
"traininstance2","easy","Solution not found (iteration limit exceded)","21.483200","10"," / ","71820"," / "
"wachplan","easy","Solution not found (iteration limit exceded)","1.159027","10"," / ","-8"," / "
"CMS750_4","easy","Feasible","41.120266","6","713.000000","252","0.646564"
"piperout-08","easy","Solution not found (iteration limit exceded)","8.171705","10"," / ","125054.9999999999"," / "
"ns1830653","easy","Bug OMIP","1.905447","4"," / ","20622"," / "
"decomp2","easy","Bug OMIP","14.561330","8"," / ","-160"," / "
"comp21-2idx","easy","Solution not found (iteration limit exceded)","8.124373","10"," / ","74"," / "
"neos-3216931-puriri","easy","Solution not found (iteration limit exceded)","37.405160","10"," / ","71320"," / "
"dws008-01","easy","Bug OMIP","34.956620","6"," / ","37412.60458794508"," / "
"neos-3656078-kumeu","hard","Solution not found (iteration limit exceded)","195.747798","10"," / ","-13172.2"," / "
"piperout-27","easy","Solution not found (iteration limit exceded)","11.060933","10"," / ","8123.999999999973"," / "
"istanbul-no-cutoff","easy","Feasible","2.255354","4","237.333628","204.08170701","0.140106"
"trento1","easy","Feasible","1.746685","3","5794148416.000300","5189487","0.999104"
"cbs-cta","easy","Bug OMIP","3.151193","1"," / ","0"," / "
"net12","easy","Solution not found (iteration limit exceded)","8.641582","10"," / ","214"," / "
"fiball","easy","Solution not found (iteration limit exceded)","8.897705","10"," / ","138"," / "
"mzzv11","easy","Solution not found (iteration limit exceded)","36.224732","10"," / ","-21718"," / "
"leo1","easy","Feasible","0.508708","7","2332212735.039999","404227536.16","0.826676"
"irp","easy","Solution not found (iteration limit exceded)","1.469285","10"," / ","12159.49283539698"," / "
"mzzv42z","easy","Solution not found (iteration limit exceded)","35.986692","10"," / ","-20540"," / "
"neos-950242","easy","Solution not found (iteration limit exceded)","4.555214","10"," / ","4"," / "
"neos-1354092","easy","Solution not found (time limit exceded)","157.881201","5"," / ","46"," / "
"30n20b8","easy","Solution not found (iteration limit exceded)","4.192175","10"," / ","302"," / "
"comp07-2idx","easy","Solution not found (iteration limit exceded)","13.636488","10"," / ","6"," / "
"neos-1171448","easy","Feasible","68.660167","6","-309.000000","-309","0.000000"
"neos-827175","easy","Solution not found (iteration limit exceded)","124.459850","10"," / ","112.00152"," / "
"neos-5188808-nattai","easy","Bug OMIP","11.079391","1"," / ","0.110283622999984"," / "
"satellites2-60-fs","easy","Solution not found (iteration limit exceded)","73.032059","10"," / ","-19.0000000001"," / "
"neos-662469","easy","Solution not found (iteration limit exceded)","3.396307","10"," / ","184379.9999999999"," / "
"momentum1","easy","Bug OMIP","99.713029","8"," / ","109143.4935"," / "
"mushroom-best","easy","Feasible","81.407865","8","963.514509","0.0553337612","0.999943"
"germanrr","easy","Solution not found (iteration limit exceded)","225.139544","10"," / ","47095869.649"," / "
"rmatr200-p5","easy","Feasible","15.931368","7","4883.000000","4521","0.074135"
"unitcal_7","easy","Bug OMIP","89.565222","4"," / ","19635558.244"," / "
"radiationm18-12-05","easy","Solution not found (iteration limit exceded)","133.982904","10"," / ","17566"," / "
"supportcase40","easy","Bug OMIP","86.807113","9"," / ","24256.3122898"," / "
"n2seq36q","easy","Solution not found (iteration limit exceded)","3.113446","10"," / ","52200"," / "
"leo2","easy","Feasible","0.777727","8","4442093880.480000","404077441.12","0.909034"
"neos-960392","easy","Solution not found (iteration limit exceded)","13.526761","10"," / ","-238"," / "
"cmflsp50-24-8-8","easy","Bug OMIP","171.218016","4"," / ","55789389.886"," / "
"neos-5195221-niemur","easy","Solution not found (iteration limit exceded)","30.198338","10"," / ","0.0038354326"," / "
"nursesched-sprint02","easy","Solution not found (iteration limit exceded)","3.338349","10"," / ","57.99999999999999"," / "
"tbfp-network","easy","Solution not found (iteration limit exceded)","9.407782","10"," / ","24.16319444"," / "
"blp-ic98","easy","Feasible","2.146420","8","9230.649010","4491.44758395","0.513420"
"neos-860300","easy","Solution not found (iteration limit exceded)","1.349576","10"," / ","3200.999999999998"," / "
"blp-ar98","easy","Feasible","6.172470","10","10445.149824","6205.2147104","0.405924"
"neos-933966","easy","Solution not found (iteration limit exceded)","99.025580","10"," / ","318"," / "
"lectsched-5-obj","easy","Solution not found (iteration limit exceded)","309.880357","10"," / ","24"," / "
"chromaticindex512-7","easy","Solution not found (iteration limit exceded)","38.544079","10"," / ","4"," / "
"ns1952667","easy","Solution not found (iteration limit exceded)","1.355131","10"," / ","0"," / "
"neos-4300652-rahue","easy","Solution not found (iteration limit exceded)","158.144659","10"," / ","2.1416"," / "
"neos-1122047","easy","Feasible","80.175738","3","161.000000","161","0.000000"
"satellites2-40","easy","Solution not found (iteration limit exceded)","70.126993","10"," / ","-19"," / "
"supportcase33","easy","Bug OMIP","13.677296","7"," / ","-345"," / "
"academictimetablesmall","easy","Solution not found (iteration limit exceded)","20.085287","10"," / ","0"," / "
"sp97ar","easy","Feasible","0.885593","7","3052614203.199999","660705645.759","0.783561"
"hypothyroid-k1","easy","Bug OMIP","9.757702","6"," / ","-2851"," / "
"fast0507","easy","Feasible","1.330459","4","2024.000000","174","0.914032"
"neos8","easy","Solution not found (iteration limit exceded)","22.032284","10"," / ","-3719"," / "
"neos-3988577-wolgan","easy","Solution not found (iteration limit exceded)","60.179212","10"," / ","Infeasible"," / "
"rocII-5-11","easy","Bug OMIP","119.464336","7"," / ","-6.675504731538"," / "
"app1-2","easy","Bug OMIP","9.039067","0"," / ","-41"," / "
"atlanta-ip","easy","Solution not found (iteration limit exceded)","50.206328","10"," / ","90.009878614"," / "
"neos-2746589-doon","easy","Bug OMIP","21.649745","6"," / ","2008.199999999999"," / "
"neos-787933","easy","Solution not found (iteration limit exceded)","15.303833","10"," / ","30"," / "
"sing326","easy","Solution not found (time limit exceded)","290.805699","6"," / ","7753674.85376"," / "
"n3div36","easy","Feasible","0.859608","6","33662400.000000","130800","0.996114"
"sing44","easy","Solution not found (time limit exceded)","282.490502","6"," / ","8128831.1772"," / "
"sp98ar","easy","Solution not found (iteration limit exceded)","1.545352","10"," / ","529740623.2"," / "
"neos-4722843-widden","easy","Solution not found (iteration limit exceded)","86.653812","10"," / ","25009.662227"," / "
"cryptanalysiskb128n5obj16","easy","Solution not found (iteration limit exceded)","81.356496","10"," / ","0"," / "
"cryptanalysiskb128n5obj14","hard","Solution not found (iteration limit exceded)","80.233681","10"," / ","Infeasible"," / "
"rail507","easy","Feasible","1.438448","4","2016.000000","174","0.913690"
"thor50dday","hard","Feasible","1.366617","1","186322867.000000","40417","0.999783"
"nw04","easy","Solution not found (iteration limit exceded)","6.323380","10"," / ","16862"," / "
"uccase9","easy","Bug OMIP","120.979405","1"," / ","10993.131409"," / "
"triptim1","easy","Solution not found (iteration limit exceded)","42.512906","10"," / ","22.8680999999999"," / "
"neos-957323","easy","Solution not found (iteration limit exceded)","130.615861","10"," / ","-237.7566815"," / "
"rail01","easy","Solution not found (time limit exceded)","193.695822","6"," / ","-70.5699643"," / "
"opm2-z10-s4","hard","Solution not found (iteration limit exceded)","261.597915","10"," / ","-33269"," / "
"proteindesign122trx11p8","easy","Solution not found (iteration limit exceded)","11.946881","10"," / ","1747"," / "
"neos-2987310-joes","easy","Solution not found (iteration limit exceded)","108.617216","10"," / ","-607702988.3"," / "
"ns1116954","easy","Solution not found (iteration limit exceded)","10.761956","10"," / ","0"," / "
"chromaticindex1024-7","easy","Solution not found (iteration limit exceded)","180.547501","10"," / ","4"," / "
"supportcase42","easy","Feasible","12.879375","1","23391635122910576640.000000","7.75863072227","1.000000"
"ex9","easy","Solution not found (iteration limit exceded)","166.917272","10"," / ","81"," / "
"irish-electricity","easy","Solution not found (time limit exceded)","60.754626","0"," / ","3723497.591396"," / "
"neos-5093327-huahum","easy","Solution not found (time limit exceded)","57.060141","0"," / ","6259.999997125895"," / "
"proteindesign121hz512p9","easy","Solution not found (iteration limit exceded)","13.321037","10"," / ","1473"," / "
"sorrell3","easy","Solution not found (iteration limit exceded)","197.669815","10"," / ","-16"," / "
"supportcase10","hard","Solution not found (iteration limit exceded)","69.676329","10"," / ","7"," / "
"neos-873061","easy","Feasible","7.782354","1","113938.625507","113.6562385063","0.999002"
"nursesched-medium-hint03","hard","Solution not found (iteration limit exceded)","13.821761","10"," / ","115"," / "
"neos-4763324-toguru","easy","Solution not found (iteration limit exceded)","15.214082","10"," / ","1613.03884585"," / "
"uccase12","easy","Bug OMIP","57.168313","0"," / ","11507.4050616"," / "
"physiciansched6-2","easy","Solution not found (iteration limit exceded)","88.003741","10"," / ","49324"," / "
"neos-4532248-waihi","easy","Solution not found (iteration limit exceded)","35.901744","10"," / ","61.59999999999999"," / "
"var-smallemery-m6j6","easy","Solution not found (iteration limit exceded)","94.871394","10"," / ","-149.37501"," / "
"eilA101-2","easy","Solution not found (iteration limit exceded)","6.312242","10"," / ","880.9201079999999"," / "
"radiationm40-10-02","hard","Solution not found (time limit exceded)","33.843824","0"," / ","155328"," / "
"netdiversion","easy","Solution not found (iteration limit exceded)","261.004330","10"," / ","242"," / "
"snp-02-004-104","easy","Solution not found (time limit exceded)","134.753036","3"," / ","586803238.6567289"," / "
"rd-rplusc-21","easy","Solution not found (iteration limit exceded)","21.527383","10"," / ","165395.275295"," / "
"neos-3555904-turama","easy","Solution not found (iteration limit exceded)","214.197587","10"," / ","-34.7"," / "
"map10","easy","Solution not found (time limit exceded)","31.767248","0"," / ","-495"," / "
"map16715-04","easy","Solution not found (time limit exceded)","31.623079","0"," / ","-111"," / "
"rail02","easy","Solution not found (time limit exceded)","31.837306","0"," / ","-200.4499077"," / "
"supportcase6","easy","Solution not found (iteration limit exceded)","11.491990","10"," / ","51906.47737"," / "
"neos-4413714-turia","easy","Solution not found (iteration limit exceded)","145.261736","10"," / ","45.3701670199998"," / "
"neos-631710","easy","Solution not found (iteration limit exceded)","94.418926","10"," / ","203"," / "
"buildingenergy","easy","Solution not found (time limit exceded)","71.631804","1"," / ","33283.853236"," / "
"k1mushroom","easy","Bug OMIP","23.694407","8"," / ","-3288"," / "
"splice1k1","easy","Bug OMIP","10.056591","4"," / ","-394"," / "
"physiciansched3-3","easy","Solution not found (iteration limit exceded)","229.947807","10"," / ","2623271.326667"," / "
"ex10","easy","Solution not found (iteration limit exceded)","179.622657","10"," / ","100"," / "
"bab6","hard","Solution not found (time limit exceded)","223.021143","8"," / ","-284248.2307000001"," / "
"ns1644855","easy","Solution not found (time limit exceded)","84.941758","2"," / ","-1524.33333333333"," / "
"neos-848589","easy","Feasible","119.478555","4","3636.745900","2351.40309999697","0.353432"
"roi2alpha3n4","easy","Solution not found (iteration limit exceded)","38.572112","10"," / ","-63.20849503"," / "
"neos-5049753-cuanza","easy","Solution not found (time limit exceded)","599.337738","2"," / ","561.9999971689"," / "
"gfd-schedulen180f7d50m30k18","easy","Solution not found (time limit exceded)","63.577199","0"," / ","1"," / "
"co-100","easy","Solution not found (iteration limit exceded)","18.714110","10"," / ","2639942.06"," / "
"highschool1-aigio","hard","Solution not found (time limit exceded)","42.580126","2"," / ","0"," / "
"supportcase22","open","Solution not found (iteration limit exceded)","59.690737","10"," / ","110.0*"," / "
"bab2","hard","Solution not found (time limit exceded)","133.684332","7"," / ","-357544.3115"," / "
"neos-3402294-bobin","easy","Solution not found (iteration limit exceded)","118.186992","10"," / ","0.06724999999999949"," / "
"supportcase7","easy","Solution not found (iteration limit exceded)","123.600017","10"," / ","-1132.223177"," / "
"ns1760995","easy","Solution not found (time limit exceded)","33.891697","0"," / ","-549.21438505"," / "
"s250r10","easy","Solution not found (iteration limit exceded)","154.512513","10"," / ","-0.1717804834232"," / "
"savsched1","easy","Feasible","277.641466","9","82763.800000","3217.7","0.961122"
"neos-4647030-tutaki","hard","Feasible","121.480759","6","55549.658800","27265.70599999996","0.509165"
"neos-5104907-jarama","hard","Solution not found (time limit exceded)","126.656540","1"," / ","935"," / "
"s100","hard","Solution not found (iteration limit exceded)","186.539470","10"," / ","-0.1697235270583"," / "
"supportcase12","easy","Feasible","156.979214","5","-2746.578870","-7559.533053817","0.636673"
"neos-5052403-cygnet","easy","Solution not found (iteration limit exceded)","97.760601","10"," / ","182"," / "
"roi5alpha10n8","easy","Solution not found (iteration limit exceded)","91.725433","10"," / ","-52.322274351"," / "
"neos-5114902-kasavu","hard","Solution not found (time limit exceded)","337.341926","4"," / ","655"," / "
"neos-2075418-temuka","easy","Solution not found (time limit exceded)","123.742012","2"," / ","Infeasible"," / "
"supportcase19","hard","Solution not found (time limit exceded)","44.232864","0"," / ","12677205.99992052"," / "
"neos-3402454-bohle","hard","Solution not found (time limit exceded)","256.285481","4"," / ","Infeasible"," / "
"square41","easy","Solution not found (iteration limit exceded)","99.375061","10"," / ","15"," / "
"square47","easy","Solution not found (iteration limit exceded)","209.466844","10"," / ","15.9999999997877"," / "
